Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   65562/65562       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [147]
-----------------------------------------------
                0.00    0.00     513/31407       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [91]
                0.00    0.00   30894/31407       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [164]
[151]    0.0    0.00    0.00   31407         int* std::__niter_base<int*>(int*) [151]
-----------------------------------------------
                0.00    0.00    6693/18020       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [168]
                0.00    0.00   11327/18020       __gnu_cxx::new_allocator<int>::max_size() const [155]
[152]    0.0    0.00    0.00   18020         __gnu_cxx::new_allocator<int>::_M_max_size() const [152]
-----------------------------------------------
                0.00    0.00     513/11838       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00    1027/11838       std::vector<int, std::allocator<int> >::~vector() [193]
                0.00    0.00   10298/11838       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [76]
[153]    0.0    0.00    0.00   11838         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [153]
-----------------------------------------------
                0.00    0.00       4/11331       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [254]
                0.00    0.00    1029/11331       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [185]
                0.00    0.00   10298/11331       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [159]
[154]    0.0    0.00    0.00   11331         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [154]
-----------------------------------------------
                0.00    0.00   11327/11327       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [156]
[155]    0.0    0.00    0.00   11327         __gnu_cxx::new_allocator<int>::max_size() const [155]
                0.00    0.00   11327/18020       __gnu_cxx::new_allocator<int>::_M_max_size() const [152]
-----------------------------------------------
                0.00    0.00    1029/11327       std::deque<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [185]
                0.00    0.00   10298/11327       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [159]
[156]    0.0    0.00    0.00   11327         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [156]
                0.00    0.00   11327/11327       __gnu_cxx::new_allocator<int>::max_size() const [155]
-----------------------------------------------
                0.00    0.00     513/10811       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00   10298/10811       std::vector<int, std::allocator<int> >::max_size() const [158]
[157]    0.0    0.00    0.00   10811         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [157]
-----------------------------------------------
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [175]
[158]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::max_size() const [158]
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [159]
                0.00    0.00   10298/10811       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [157]
-----------------------------------------------
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::max_size() const [158]
[159]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [159]
                0.00    0.00   10298/11327       std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [156]
                0.00    0.00   10298/11331       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [154]
-----------------------------------------------
                0.00    0.00   10298/10298       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [76]
[160]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [160]
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [161]
-----------------------------------------------
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [160]
[161]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [161]
                0.00    0.00   10298/10298       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [164]
-----------------------------------------------
                0.00    0.00   10298/10298       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [76]
[162]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::_S_use_relocate() [162]
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [163]
-----------------------------------------------
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_use_relocate() [162]
[163]    0.0    0.00    0.00   10298         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [163]
-----------------------------------------------
                0.00    0.00   10298/10298       std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [161]
[164]    0.0    0.00    0.00   10298         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [164]
                0.00    0.00   30894/31407       int* std::__niter_base<int*>(int*) [151]
                0.00    0.00   10298/10298       std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [165]
-----------------------------------------------
                0.00    0.00   10298/10298       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [164]
[165]    0.0    0.00    0.00   10298         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [165]
-----------------------------------------------
                0.00    0.00       4/7223        std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [276]
                0.00    0.00    1031/7223        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [182]
                0.00    0.00    1031/7223        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [181]
                0.00    0.00    5157/7223        std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [174]
[166]    0.0    0.00    0.00    7223         std::__deque_buf_size(unsigned long) [166]
-----------------------------------------------
                0.00    0.00    6693/6693        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [169]
[167]    0.0    0.00    0.00    6693         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [167]
-----------------------------------------------
                0.00    0.00    6693/6693        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [170]
[168]    0.0    0.00    0.00    6693         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [168]
                0.00    0.00    6693/18020       __gnu_cxx::new_allocator<int>::_M_max_size() const [152]
-----------------------------------------------
                0.00    0.00    1031/6693        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [182]
                0.00    0.00    5662/6693        std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [171]
[169]    0.0    0.00    0.00    6693         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [169]
                0.00    0.00    6693/6693        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [167]
-----------------------------------------------
                0.00    0.00    1031/6693        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [181]
                0.00    0.00    5662/6693        std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [172]
[170]    0.0    0.00    0.00    6693         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [170]
                0.00    0.00    6693/6693        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [168]
-----------------------------------------------
                0.00    0.00    1027/6176        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [192]
                0.00    0.00    5149/6176        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [76]
[171]    0.0    0.00    0.00    6176         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [171]
                0.00    0.00    5662/6693        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00     513/5662        std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [214]
                0.00    0.00    5149/5662        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [76]
[172]    0.0    0.00    0.00    5662         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [172]
                0.00    0.00    5662/6693        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [170]
-----------------------------------------------
